Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	AverageTestEpRet	StdTestEpRet	MaxTestEpRet	MinTestEpRet	EpLen	TestEpLen	TotalEnvInteracts	AverageQ1Vals	StdQ1Vals	MaxQ1Vals	MinQ1Vals	AverageQ2Vals	StdQ2Vals	MaxQ2Vals	MinQ2Vals	AverageLogPi	StdLogPi	MaxLogPi	MinLogPi	LossPi	LossQ	Time
275	5205.3574	700.8019	5836.8467	3735.156	6235.729	73.859924	6307.4463	6102.6426	918.63635	1000.0	2749999	456.23004	73.38237	509.443	-249.33133	456.2302	73.39082	517.2521	-277.5467	2.1206772	4.1219006	49.653038	-14.526442	-455.4675	76.3879	84502.61708378792
276	5217.183	918.434	5861.338	2599.9062	5976.5713	105.17155	6122.1216	5779.3853	929.2727	1000.0	2759999	457.11804	72.68311	526.1313	-233.3087	457.11798	72.68331	634.2804	-263.56122	2.138369	4.132823	66.853546	-15.169495	-456.3483	77.51995	84830.2474591732
277	5463.829	478.75244	5741.588	4061.4255	6226.492	636.0099	6563.8403	4331.4487	969.8	966.6	2769999	457.75992	72.662	531.9787	-274.8485	457.76068	72.66107	515.12933	-264.83188	2.186116	4.1417537	102.79187	-17.19172	-456.9828	85.07417	85164.8136856556
278	4860.548	1492.0817	5849.9307	872.7921	5783.8154	582.786	6411.7383	4473.3223	865.0833	945.3	2779999	457.458	72.46258	512.3136	-218.9219	457.45847	72.461105	511.08206	-252.89761	2.1320236	4.1210938	47.727627	-15.289551	-456.65625	82.385284	85515.19610977173
279	5211.5713	1068.687	5758.0845	2027.1116	5198.548	1901.2911	6549.189	998.7889	936.5	828.3	2789999	457.0717	72.41647	519.52356	-198.89645	457.07175	72.42096	508.613	-176.15294	2.1026165	4.109191	58.08274	-15.383938	-456.2792	82.90848	85871.84671854973
280	5251.9478	1099.3126	5740.6987	1787.3203	6301.5474	91.05796	6406.818	6131.4746	938.63635	1000.0	2799999	457.72144	71.18829	518.84143	-235.31181	457.72128	71.197235	531.4961	-173.09943	2.153926	4.1044774	93.52196	-15.9667015	-456.9273	79.44161	86248.99862957001
281	5347.1113	1046.2263	5888.4233	2064.6987	6295.1704	76.77929	6398.05	6169.6626	942.63635	1000.0	2809999	458.4115	71.302864	513.0588	-225.57712	458.41095	71.31165	521.88684	-216.26993	2.1430483	4.126532	106.11389	-17.559624	-457.63406	84.5356	86581.30666255951
282	4903.787	1495.3087	5750.538	1726.6719	6170.0317	116.18219	6365.7295	5970.163	883.4545	1000.0	2819999	458.80902	70.71832	513.7088	-447.27487	458.80984	70.71892	514.18744	-338.5719	2.2106414	4.159525	73.07947	-13.612837	-458.00674	83.54241	86904.56991648674
283	4897.84	1537.6654	5853.3555	540.7189	6216.502	153.66946	6467.663	5966.882	870.3333	1000.0	2829999	459.10147	70.3239	516.0375	-177.97214	459.10223	70.32768	513.88513	-233.60684	2.1375368	4.1604323	111.42355	-14.1163025	-458.3151	78.107285	87249.05312752724
284	5622.9985	91.8993	5760.979	5418.7256	6070.961	122.82785	6274.4097	5898.928	1000.0	1000.0	2839999	459.51462	70.036064	510.58334	-252.74438	459.51462	70.03589	512.2038	-198.669	2.120931	4.1455407	41.358948	-18.140205	-458.7424	84.42678	87590.64361262321
285	5227.97	1213.2208	5906.125	1609.902	6276.574	88.518776	6397.6157	6107.5283	1000.0	1000.0	2849999	460.65564	68.66998	532.4541	-293.7351	460.6559	68.679085	515.7315	-318.28412	2.111608	4.102674	60.543945	-17.065056	-459.87766	78.01842	87921.92195391655
286	4916.972	1558.6089	5919.6167	962.80927	5606.319	1554.7362	6220.0444	944.80176	866.4545	917.2	2859999	461.47897	68.32004	514.9549	-181.94543	461.47974	68.311226	516.1042	-197.55135	2.161418	4.064239	67.74572	-16.183971	-460.70496	74.93149	88258.64062404633
287	5079.769	1336.4119	5814.125	2121.5215	6271.807	83.255974	6438.372	6136.0024	948.0909	1000.0	2869999	461.94873	69.2692	523.3377	-205.97348	461.949	69.275406	560.0205	-257.2922	2.0885549	4.1103864	152.9841	-15.848753	-461.1643	74.773636	88609.21601033211
288	5197.165	1104.7521	5740.47	1897.1439	6111.7686	88.03349	6299.5483	5976.4053	935.4	1000.0	2879999	461.88962	69.460884	518.56006	-203.89897	461.88974	69.47218	515.248	-354.74997	2.166405	4.011681	56.452625	-16.07482	-461.11426	79.78501	88936.82176446915
289	4805.8433	1851.4989	5750.263	51.07185	6324.6377	141.1472	6468.845	5934.9844	857.4167	1000.0	2889999	462.60577	70.066956	514.2332	-188.20024	462.6061	70.06889	519.24384	-204.84642	2.0315702	4.0045533	64.77416	-14.919493	-461.8376	76.60435	89262.88742280006
290	5667.541	100.45117	5889.226	5557.7046	5120.6143	1852.0612	6419.9287	717.6606	1000.0	820.7	2899999	463.29932	70.022995	515.312	-191.90796	463.2996	70.022675	514.9623	-205.2438	2.083414	3.99992	72.31855	-14.95704	-462.5149	72.59767	89582.78854417801
291	5304.7886	893.5679	5919.8413	2972.6394	6201.7593	158.8472	6420.954	5930.373	932.9091	1000.0	2909999	462.93423	70.54804	531.29614	-192.89456	462.93442	70.55686	516.7073	-199.51433	2.1454196	4.011274	55.42289	-15.1119795	-462.1551	77.31065	89905.11679053307
292	5225.4614	990.9137	5824.931	2939.2327	6325.824	124.10735	6525.083	6126.1455	915.0909	1000.0	2919999	462.64542	71.09585	514.665	-225.52791	462.64554	71.093376	532.0451	-262.85757	2.1615772	4.0888906	165.28656	-17.033941	-461.83374	76.68478	90236.43478322029
293	5664.6167	84.70352	5798.112	5519.8457	6433.0205	147.86127	6605.0996	6112.9805	1000.0	1000.0	2929999	462.34836	71.28486	520.4485	-218.87941	462.34943	71.290924	522.72955	-241.09743	2.1817749	4.0589886	106.03609	-16.03378	-461.5538	81.48795	90576.09424185753
294	5768.6577	184.37907	5990.9043	5275.4907	6147.188	529.3696	6532.1978	4592.363	1000.0	977.4	2939999	462.73355	70.547516	547.72235	-242.26027	462.73386	70.54847	514.7115	-332.9486	2.1399226	4.056495	69.38057	-15.006188	-461.9579	73.782166	90952.97705745697
295	5289.4697	1048.1559	5870.8247	2326.3452	6227.267	118.93911	6384.553	5968.218	923.1	1000.0	2949999	462.93982	70.296234	513.877	-263.24338	462.93945	70.29937	519.354	-335.2747	2.1517534	4.0669994	46.346004	-15.538243	-462.152	75.45646	91336.78488492966
296	5666.2734	146.94617	5845.2393	5302.703	6252.049	146.8543	6471.166	5967.3564	1000.0	1000.0	2959999	463.52972	70.93862	514.99854	-255.57332	463.53006	70.9439	516.4077	-284.13852	2.1761305	4.0893884	95.87655	-17.229767	-462.75464	73.07016	91724.294672966
297	5059.1284	960.3902	5808.094	3306.8274	5340.4824	1814.6163	6420.7935	595.9803	932.4545	865.1	2969999	464.14594	69.72985	514.0617	-252.36899	464.14572	69.73795	518.44916	-272.58682	2.1420324	4.112646	62.550148	-14.929149	-463.35425	75.23439	92051.39841938019
298	4500.746	1981.5254	5871.7896	34.85846	5881.787	1159.8234	6453.52	2418.9001	806.3333	1000.0	2979999	464.04553	71.45001	515.97577	-264.50858	464.04575	71.448944	517.0264	-262.15314	2.1755283	4.0414834	101.85389	-15.252998	-463.26376	77.08426	92380.58976244926
299	5224.8745	1602.941	5995.403	171.26588	5943.0483	434.61047	6247.8877	4662.584	914.0909	977.5	2989999	464.4803	70.25947	516.3	-235.78511	464.48083	70.26599	524.30164	-249.48842	2.182956	3.9847639	74.56002	-15.942709	-463.69034	78.84208	92724.09611868858
300	5094.8237	1262.8274	5928.895	1429.082	6281.6157	162.1145	6540.157	6070.8403	900.5	1000.0	2999999	465.01544	69.33098	517.668	-216.25674	465.01596	69.32984	555.23914	-228.41826	2.1173189	4.0127845	58.957104	-14.46927	-464.2445	75.03818	93064.72014069557
